# timestamp tx ty tz qx qy qz qw
1650963683860383 0.0 -0.0 0.0 0.0 0.0 0.0 1.0
1650963688906770 0.30357 0.130894 0.120659 -0.007464377360619528 0.0014269689613495777 0.10359211504916636 0.9945908307087101
1650963690321003 0.6951 0.357792 0.16633 0.020475237376732913 0.01958391112840309 -0.022127805773159186 0.999353588721703
1650963691127692 0.970933 0.345362 0.2093 0.034979157825673714 0.022652969296289696 -0.13352857526045922 0.9901683801701506
1650963691927625 1.203565 0.359679 0.227823 0.06333382174299619 0.0423724814243582 -0.26186071390634696 0.9620927015385924
1650963694953089 1.752092 0.482097 0.257708 0.06403469331956727 0.056494756055999414 -0.3546047369798657 0.9311086838286293
1650963695764650 1.820694 0.522369 0.25563 0.08457740687412375 0.0713584931483496 -0.44994550783443216 0.8861736103505118
1650963698790885 2.05481 0.547435 0.318259 0.05398203209716388 0.008652753704956677 -0.3542613201604927 0.9335469924444763
1650963699194106 2.136253 0.564984 0.346535 0.037631837227178354 -0.003504672295977783 -0.2367026312888425 0.9708467574442133
1650963699598526 2.222308 0.630652 0.363808 0.005177482065256861 -0.006301202369390995 -0.12758132509956074 0.9917945825693968
1650963700808785 2.68166 0.775797 0.461125 0.01760088272431972 -0.023799405519579046 -0.022396938764514922 0.9993108497150514
1650963703027724 3.724094 1.039257 0.631711 0.014929997246498131 -0.03313759799403875 0.042311382338667845 0.9984431589760111
1650963705236063 4.77442 1.309686 0.810497 0.013286462659444383 -0.053463703802351666 0.027512959146033543 0.9981022689908897
1650963707256026 5.787518 1.532456 0.959783 0.01385329063566634 -0.026381891872120148 0.07861053120565584 0.9964599673360572
1650963709479290 6.845451 1.64848 1.111522 0.0038999548896499945 -0.05622823507503473 0.04666710386273044 0.9973190850220758
1650963711501550 7.778506 2.055375 1.251232 -0.0053036882677555885 -0.04915071698596768 0.03334083223937435 0.9982206503654939
1650963713721688 8.838747 2.272362 1.407611 -0.01356970686371149 -0.04648059158047523 0.03696892286150614 0.9981426332966757
1650963715936380 9.920512 2.428479 1.566869 -0.009688633689640987 -0.04212140673523651 0.11205488839340848 0.9927616126034556
1650963717945639 10.909953 2.670748 1.706498 -0.019127936672494694 -0.040513369731516806 0.08526293595337313 0.9953507023478014
1650963719969111 11.932849 2.856634 1.852305 -0.025390346073079627 -0.025524186968483298 0.08667767406273799 0.9955856703593925
1650963721384233 12.581008 2.985467 1.976721 -0.02584307205996848 -0.035668424294847796 0.18380763754654195 0.9819748731583641
1650963722188967 12.911773 3.067546 2.011605 -0.048512453749130935 -0.01861843860457171 0.2876094165199155 0.956337136738002
1650963723196352 13.356214 3.192898 2.08002 -0.06407681088521489 -0.018231653258248805 0.38837887822466344 0.9190884702112215
1650963724007244 13.676558 3.262078 2.146045 -0.08381738395408769 -0.02014298132949327 0.49299986509474636 0.865748254094003
1650963726226548 14.707623 3.568389 2.291675 -0.07890554277119817 -0.03484762850469051 0.4944254243354425 0.8649295103523174
1650963728437068 15.671417 3.981222 2.429744 -0.05367541432368396 -0.06469188222882799 0.4996072003561204 0.8621638797950141
1650963729852425 16.278757 4.267197 2.513608 -0.05444909343041415 -0.026238808266019514 0.3952759357693339 0.9165717406548506
1650963730659888 16.539824 4.490727 2.54304 -0.02724483334603039 -0.030908466613108018 0.2966159454439713 0.9541076284444813
1650963731269613 16.760264 4.57968 2.570288 -0.021979130281368612 -0.021870624620511852 0.17645586982649902 0.9838200646533678
1650963732482591 17.2562 4.743783 2.650317 -0.01909503102684981 -0.02996046589573513 0.07370841511329781 0.9966467878917183
1650963733079620 17.469268 4.853678 2.687564 -0.005088920033534426 -0.021870171159408557 -0.033661583442233516 0.9991810127832254
1650963733685815 17.709609 4.883969 2.738189 0.005018850593237783 -0.00321424352782664 -0.13214087059442917 0.9912130296237096
1650963734492446 18.005312 4.97989 2.787522 0.011359798037659083 0.008296513828272492 -0.27226071974191063 0.9621206906269388
1650963735297146 18.279135 5.058538 2.823498 0.04419936713261811 0.029714402665487836 -0.40204754114959373 0.9140685121340058
1650963737925156 19.376653 5.175943 2.997022 -0.004738428919402299 0.029649374525914558 -0.26019886146697546 0.9650880863283349
1650963738731429 19.747622 5.208139 3.051166 -0.022560411944065047 0.007380739647391686 -0.15144784931300928 0.9881801968434883
1650963739739542 20.200442 5.262902 3.108837 -0.015025663544337639 -0.002292724533561775 -0.032467130778866884 0.9993572225527034
1650963741554180 21.136756 5.226288 3.233768 -0.008772056516912402 -0.013430879535855676 0.0745677457338016 0.9970869138623456
1650963743776939 22.201248 5.251536 3.397035 -0.015690972226037134 -0.014819013879795277 0.11218014645389178 0.9934534739784322
1650963746189587 23.273494 5.32047 3.581285 -0.017469777596246936 -0.043658362266807436 0.08902817173469706 0.9949184584238525
1650963748213424 24.309444 5.536855 3.718521 -0.0031322599210963334 -0.040667479686357755 0.06388376113786487 0.9971234678346642
1650963750232369 25.302273 5.73165 3.896552 -0.01296422894843001 -0.04651146946183008 0.09790863763652807 0.9940233954250941
1650963752040286 26.255181 5.939376 4.045674 0.003689482225277856 -0.053126620725192426 0.14582501980296375 0.9878760111930526
1650963754057769 27.229576 6.215379 4.188249 -0.016279755378929534 -0.05064824030723434 0.1450628254798772 0.9879911446882393
1650963756284066 28.254556 6.422049 4.330233 -0.013798952985177375 -0.04158093665227893 0.18414414803152096 0.9819223733826302
1650963758492226 29.244428 6.665149 4.476506 -0.006728629968062954 -0.04263304903617547 0.1774271220843132 0.9831870447770913
1650963760518700 30.246222 6.872494 4.623764 -0.012052266032281746 -0.05355089423068838 0.1682610439394293 0.9842130184583996
1650963762731890 31.272644 7.179648 4.769674 -0.022314045078322162 -0.04519216402386956 0.2676503218658966 0.962196994855089
1650963764545456 31.979032 7.515068 4.868461 -0.028289591606940962 -0.043676178522491074 0.3658896952754383 0.9292022499583344
1650963765962542 32.407922 8.012968 4.986369 -0.025779810590514513 -0.05922222763671549 0.46597979385621996 0.8824346779435728
1650963768378845 33.101502 8.81949 5.090738 -0.04252078222592742 -0.04470675299666417 0.5408213874671288 0.8388715731108786
1650963770591106 33.563493 9.73921 5.165425 -0.06474376308603208 -0.05021859022337998 0.5785482632946978 0.8115221779939998
1650963772817414 33.802642 10.790298 5.235107 -0.051526648822327235 -0.05425953886125519 0.588024253254427 0.8053746857756816
1650963774238088 33.838073 11.434958 5.253732 -0.06097753985194348 -0.051307768676169145 0.5029724737752801 0.8606206731954867
1650963775042844 33.735657 11.759583 5.257738 -0.060020163803659765 -0.056519800267553245 0.4062204574223016 0.9100483679927753
1650963776656406 33.684186 12.411924 5.246641 -0.07270359386747262 -0.04764232629824305 0.5245928033950065 0.8469042370952062
1650963777262806 33.573842 12.654805 5.243222 -0.07056269403270149 -0.05308235120335976 0.6130478349049211 0.7850958682351851
1650963777869565 33.491645 12.904903 5.223415 -0.09216372686685428 -0.02575258607216476 0.6965746156109042 0.7110741569253721
1650963778475937 33.479534 13.201785 5.229035 -0.10013012700634276 -0.03405979234455157 0.7717460701576182 0.6270740717071728
1650963779079652 33.411569 13.47512 5.209362 -0.11180744486158709 -0.023954021448040475 0.83668730446503 0.5356114773574518
1650963779682794 33.328428 13.682618 5.205137 -0.10534201604400288 -0.015601820259404812 0.887172544898745 0.4489816459926426
1650963780284451 33.310563 13.934932 5.233297 -0.13246856578572905 -0.014938553134830848 0.9257422754927866 0.3538787335717522
1650963781888606 33.119414 14.502211 5.202286 -0.10392600933666835 -0.017891073001226335 0.961429349291309 0.25403326634814916
1650963783309969 32.939039 15.182014 5.241593 -0.053797739403821265 -0.04891373277514301 0.919685604202947 0.38586479419986086
1650963783917077 33.04416 15.45356 5.221664 -0.05710863062014861 -0.049111484409498786 0.8565871401824691 0.5104754036011981
1650963784725474 33.136021 15.764035 5.264038 -0.07167595665988391 -0.05095496807659128 0.7994070956344008 0.5943184701105764
1650963785324546 33.17064 16.011302 5.271845 -0.04891500173336606 -0.05618084851663119 0.7251048921258019 0.6845976411591012
1650963785925299 33.285825 16.256868 5.29105 -0.038014620979702554 -0.037930739955713874 0.6334393737214447 0.7719266204617934
1650963786737205 33.52615 16.554217 5.342084 -0.03912276317921637 -0.04689588400645964 0.5526131279087246 0.8311972788257979
1650963787345860 33.685676 16.784949 5.355814 -0.008772473989725006 -0.05413423775140398 0.4181954927530111 0.9067000925577544
1650963787745100 33.837042 16.90245 5.391552 0.004797055054791178 -0.02635137429955791 0.30462704395370094 0.9520950359220217
1650963788350916 34.05437 17.014716 5.416679 -0.005750984930213924 -0.024045965478360617 0.1835400153831787 0.9827012671558374
1650963791176822 34.657172 17.843761 5.5376 0.00868165299035962 -0.03331056461271975 0.10416499631174451 0.9939641284925281
1650963793589311 35.570553 18.42538 5.681999 0.004154082706684584 -0.04794053604149738 0.05596618071318328 0.9972723977015002
1650963796014876 36.523114 18.773152 5.876541 -0.0020811248038448116 -0.08520250830598172 0.1208217694786498 0.9890087469370369
1650963798240718 37.537412 19.033253 6.014386 0.014845927024931328 -0.08143868947250492 0.10988999656768393 0.9904905486485601
1650963800459136 38.545043 19.320902 6.177056 0.006581405400145073 -0.05993523597710076 0.10389202335865512 0.9927592357030847
1650963802474926 39.401538 19.479763 6.270735 0.013016195799035998 -0.07298707166868343 0.10259220058711196 0.9919568067183396
1650963804486284 39.526754 19.34032 6.627959 0.046520305121487734 -0.06649999092376516 0.20224571307379824 0.9759663334161756
1650963806501698 41.484236 19.909116 6.648257 0.005061681017843459 -0.06292053079818216 0.04013043109897167 0.9971985432646597
1650963808315311 42.500799 19.958219 6.786263 -0.0077693231226944924 -0.060309899993893516 -0.02374039178947494 0.9978670990560937
1650963809938994 43.329767 20.083303 6.920422 0.013098702547005252 -0.07073840372477262 -0.12989365517407467 0.9889146275465718
1650963811147030 43.942034 20.116437 7.016081 0.015728242709552878 -0.07627629023656801 -0.2506647714098511 0.9649361234315271
1650963812156453 44.455158 20.072044 7.08729 0.017123418403436945 -0.04555473436445391 -0.3605402842878145 0.9314731655419961
1650963813773790 45.187741 19.661077 7.207945 0.03581932003650021 -0.03720061805758544 -0.4538863796487304 0.8895618273608783
1650963815785863 46.049007 19.112615 7.327866 0.04439185805619807 -0.03669526793783536 -0.49660196074846613 0.8660654206409975
1650963817595056 46.902764 18.596021 7.451133 0.023528847864259933 -0.033956089246138785 -0.48862483400548173 0.8715154324017471
1650963819014566 47.64468 18.188072 7.529565 0.02417309919719014 -0.02981735792635529 -0.39571768259736895 0.917569671535226
1650963820823725 48.54326 17.688788 7.653105 0.012870601649163767 -0.03961900924580035 -0.3407414196750103 0.9392337124685359
1650963821829316 49.053758 17.526586 7.740246 -0.019793787154170173 -0.06418213671372061 -0.23515316158117078 0.9696349054749094
1650963822839022 49.602167 17.520031 7.807522 -0.015148012633217816 -0.06480633222105699 -0.13017293444107703 0.9892551158100304
1650963824865584 50.713468 17.66867 7.978737 -0.0324304411531779 -0.07221111511152703 0.07252342016930893 0.9942203854618481
1650963825873832 51.21716 17.860672 8.077443 -0.04352121746381908 -0.08397820498631321 0.1864706376007553 0.9778968585850512
