# timestamp tx ty tz qx qy qz qw
1650963683860383 0.04129673153642593 0.042234339299329335 -0.012616937075525032 0.028021768330715627 -0.014225415261214628 0.00044600275008755563 1.1174815331177033
1650963688906770 -0.013638865215151397 0.1275776292328789 0.23016197526140736 -0.003087036139528768 0.002136128210151064 0.0925636494229605 1.1132155556887138
1650963690321003 0.828137018288643 0.044796659311251874 0.3785388230170941 0.036345375379904385 0.017583054400644355 -0.019416111250916173 1.1169108002564763
1650963691127692 0.6761384054811068 -0.424557337184618 0.5870743599902548 0.022066348532469776 0.008490375381014163 -0.11919051951382252 1.1097177190894831
1650963691927625 0.6150151085682737 0.17676111473790962 0.5320514987765648 0.060084695824089505 0.06305829574535587 -0.2334568622064113 1.0821546753019122
1650963694953089 1.1930545571773206 0.8990748936182725 0.6084197208169131 0.052018516281989294 0.014130042275213308 -0.31179961122819044 1.058839711362681
1650963695764650 1.666700944290652 0.9080671466154566 0.6171273015622678 0.06973404914953034 0.06594899521866532 -0.3923939642919562 1.0172678414248075
1650963698790885 1.8845256204032699 0.3264678305198573 0.7762813296303253 0.04562870826199656 -0.0013295772319476577 -0.31196584172725406 1.0592907702299006
1650963699194106 2.344265942596775 0.28045571762987737 0.8565930243854016 0.014877648383779085 -0.007613950849123422 -0.21034571312788355 1.0925566113350773
1650963699598526 2.3956365907142567 0.39981050696760423 0.8095839079982855 -0.030228337640498537 -0.04783756147187062 -0.11487715700435905 1.1087900606931305
1650963700808785 2.5702923068925054 0.12017716529176081 0.998947032085818 -0.00526027255341549 -0.019662193641227173 -0.01951372434505872 1.1175892740557736
1650963703027724 3.7615878063637553 0.5491967440568825 1.1349674456664207 0.035381497967893964 -0.05494117199834733 0.038019961453245266 1.114829392489042
1650963705236063 5.136872897093031 0.7649677035805021 1.359504881705545 0.032948848745489936 -0.022582980569965307 0.022560443248765702 1.1168562978654157
1650963707256026 6.099960962083077 0.7915496688390042 1.499234314622607 0.02919425785778153 -0.01740847855772521 0.06957509899016413 1.1146719862928616
1650963709479290 7.441312821397417 0.9195842032850696 1.8157530195575093 -0.022257589443815066 -0.04276540760522966 0.04332631125349588 1.1156804026226923
1650963711501550 8.74313789605793 1.1970019160315417 1.9348641487102274 -0.046949653980270525 -0.08800669881327237 0.02938685979525697 1.111956098337838
1650963713721688 9.821004309263657 1.3807113145514383 2.0524693125118034 -0.028948990622436076 -0.05663230581520249 0.0332904485669775 1.115145515284863
1650963715936380 10.862186785646013 1.8291090062411044 2.2130753802917966 -0.0018777905358199067 0.011805088576157346 0.100306414489322 1.1122999815728842
1650963717945639 11.895139082570743 1.5355087913515324 2.3048093793656594 -0.015304804057366053 -0.03207671122726259 0.07620932933623374 1.1140669439207846
1650963719969111 13.025401851080021 1.9002272680142713 2.3934348487355375 -0.045245523325220034 -0.02856876205472234 0.07758955698207994 1.1130454189252479
1650963721384233 13.712027733812537 1.9588495190427424 2.5545502025453395 -0.020283765521626803 -0.06966658629361532 0.16266904463348653 1.1000055125579629
1650963722188967 14.104209394967057 2.3182634267174618 2.6986252305244327 -0.06898628653068797 -0.012704371144009215 0.25484202691302654 1.0774791744489096
1650963723196352 14.68867214556173 2.6328812437720246 2.8345943001142286 -0.06636449351188224 -0.004571075356464705 0.3417922268274812 1.04536437687288
1650963724007244 14.91014677848587 2.879847735136497 2.6478650429018527 -0.08905446996682863 -0.005434953240490337 0.4271697985321625 0.9978594893956404
1650963726226548 16.07923995145116 3.340531215333336 2.904892489239142 -0.08143972210438741 -0.008904103114582645 0.4295880214604127 0.9972567421397346
1650963728437068 16.89279367584667 3.60479637687604 3.0740632721663097 -0.057763091680869974 -0.029749461550939455 0.4346342053691118 0.9958825413757836
1650963729852425 17.21870944035705 4.0896658189033905 3.177097965724981 -0.05091298084227938 -0.011554241975165372 0.3477193116173412 1.0438151042868298
1650963730659888 17.89530634777203 4.314123942013633 3.2006908519217183 -0.026386465698293452 -0.05877020580601209 0.26164697116563945 1.0758185084126333
1650963731269613 18.179576912774383 4.435617734228694 3.2851795794403675 -0.02275777724362079 -0.03923562584085643 0.15680279515560028 1.1029337389335938
1650963732482591 18.965634546568957 4.792602886347165 3.392828188072955 -0.011635251284493695 -0.019564937689223204 0.06584036199236402 1.1153143548217743
